number,text,filename
959,der Wind,0959.mp3
960,der Winter,0960.mp3
961,der Wunsch,0961.mp3
962,der Yak,0962.mp3
963,der Zahn,0963.mp3
964,der Zahnarzt,0964.mp3
965,der Zucker,0965.mp3
966,der Zug,0966.mp3
967,der Zuschlag,0967.mp3
968,der Zustand,0968.mp3
969,der Zutritt,0969.mp3
970,der Österreicher,0970.mp3
971,die Abfahrt,0971.mp3
972,die Abteilung,0972.mp3
973,die Ahnung,0973.mp3
974,die Altstadt,0974.mp3
975,die Ampel,0975.mp3
976,die Analystin,0976.mp3
977,die Angabe,0977.mp3
978,die Ankunft,0978.mp3
979,die Anmeldung,0979.mp3
980,die Anzeige,0980.mp3
981,die Apotheke,0981.mp3
982,die Arbeitszeit,0982.mp3
983,die Ausfahrt,0983.mp3
984,die Ausnahme,0984.mp3
985,die Bahn,0985.mp3
986,die Banane,0986.mp3
987,die Bank,0987.mp3
988,die Bauchschmerzen,0988.mp3
989,die Baustelle,0989.mp3
990,die Berufserfahrung,0990.mp3
991,die Besichtigung,0991.mp3
992,die Besserung,0992.mp3
993,die Bestellung,0993.mp3
994,die Bewegung,0994.mp3
995,die Bewerbung,0995.mp3
996,die Bibliothek,0996.mp3
997,die Blume,0997.mp3
998,die Brücke,0998.mp3
999,die Butter,0999.mp3
1000,die Bäckerei,1000.mp3
1001,die Cola,1001.mp3
1002,die Couch,1002.mp3
1003,die Cousine,1003.mp3
1004,die das,1004.mp3
1005,die den,1005.mp3
1006,die der,1006.mp3
1007,die Deutschen,1007.mp3
1008,die Diät,1008.mp3
1009,die Dose,1009.mp3
1010,die Dusche,1010.mp3
1011,die Ecke,1011.mp3
1012,die Einfahrt,1012.mp3
1013,die Einheit,1013.mp3
1014,die Einkaufsliste,1014.mp3
1015,die Eltern,1015.mp3
1016,die Endung,1016.mp3
1017,die Ente,1017.mp3
1018,die Entschuldigung,1018.mp3
1019,die Erde,1019.mp3
1020,die Erkältung,1020.mp3
1021,die Erlaubnis,1021.mp3
1022,die Ermäßigung,1022.mp3
1023,die Fahrkarte,1023.mp3
1024,die Fahrt,1024.mp3
1025,die Familie,1025.mp3
1026,die Ferien,1026.mp3
1027,die Flasche,1027.mp3
1028,die Flatrate,1028.mp3
1029,die Fleischabteilung,1029.mp3
1030,die Frage,1030.mp3
1031,die Frau,1031.mp3
1032,die Freundin,1032.mp3
1033,die Gegenwart,1033.mp3
1034,die Gesamtmiete,1034.mp3
1035,die Geschwister,1035.mp3
1036,die Getränkeabteilung,1036.mp3
1037,die Gitarre,1037.mp3
1038,die Grippe,1038.mp3
1039,die Großeltern,1039.mp3
1040,die Großmutter,1040.mp3
1041,die Gymnastik,1041.mp3
1042,die Halsschmerzen,1042.mp3
1043,die Haltestelle,1043.mp3
1044,die Handynummer,1044.mp3
1045,die Haushaltshilfe,1045.mp3
1046,die Hausnummer,1046.mp3
1047,die Heimat,1047.mp3
1048,die Hobbys,1048.mp3
1049,die Hose,1049.mp3
1050,die Kartoffel,1050.mp3
1051,die Kasse,1051.mp3
1052,die Kassiererin,1052.mp3
1053,die Katze,1053.mp3
1054,die Kellnerin,1054.mp3
1055,die Kinderbetreuung,1055.mp3
1056,die Klasse,1056.mp3
1057,die Kopfschmerzen,1057.mp3
1058,die Krankheit,1058.mp3
1059,die Kreuzung,1059.mp3
1060,die Kundin,1060.mp3
1061,die Königin,1061.mp3
1062,die Küche,1062.mp3
1063,die Lampe,1063.mp3
1064,die Lehrerin,1064.mp3
1065,die Leine,1065.mp3
1066,die Liebe,1066.mp3
1067,die Lieblingsfarbe,1067.mp3
1068,die Lieblingsstadt,1068.mp3
1069,die Lösung,1069.mp3
1070,die man,1070.mp3
1071,die Maus,1071.mp3
1072,die Menge,1072.mp3
1073,die Miete,1073.mp3
1074,die Milch,1074.mp3
1075,die Milliarde,1075.mp3
1076,die Million,1076.mp3
1077,die Minute,1077.mp3
1078,die Mitgliedschaft,1078.mp3
1079,die Mittagspause,1079.mp3
1080,die Musik,1080.mp3
1081,Die Mutter,1081.mp3
1082,die Möbel,1082.mp3
1083,die Nacht,1083.mp3
1084,die Nackenschmerzen,1084.mp3
1085,die Nebenkosten,1085.mp3
1086,die Nudel,1086.mp3
1087,die Nummer,1087.mp3
1088,die Ohrenschmerzen,1088.mp3
1089,die Orange,1089.mp3
1090,die Packung,1090.mp3
1091,die Pakistanerin,1091.mp3
1092,die Person,1092.mp3
1093,die Pflicht,1093.mp3
1094,die Philosophie,1094.mp3
1095,die Pizza,1095.mp3
1096,die Post,1096.mp3
1097,die Postkarte,1097.mp3
1098,die Quittung,1098.mp3
1099,die Regel,1099.mp3
1100,die Reise,1100.mp3
1101,die Rose,1101.mp3
1102,die Rückenschmerzen,1102.mp3
1103,die Satzklammer,1103.mp3
1104,die Scheidung,1104.mp3
1105,die Schmerzen,1105.mp3
1106,die Schokolade,1106.mp3
1107,die Schuhe,1107.mp3
1108,die Schule,1108.mp3
1109,die Schweiz,1109.mp3
1110,die Schwester,1110.mp3
1111,die Schülerin,1111.mp3
1112,die Sehenswürdigkeit,1112.mp3
1113,die Sekunde,1113.mp3
1114,die Sonne,1114.mp3
1115,die Speisekarte,1115.mp3
1116,die Sportarten,1116.mp3
1117,die Sprache,1117.mp3
1118,die Staatsangehörigkeit,1118.mp3
1119,die Stadt,1119.mp3
1120,die Stelle,1120.mp3
1121,die Straße,1121.mp3
1122,die Straßenbahn,1122.mp3
1123,die Studentin,1123.mp3
1124,die Stufe,1124.mp3
1125,die Stunde,1125.mp3
1126,die Tafel,1126.mp3
1127,die Tante,1127.mp3
1128,die Tasche,1128.mp3
1129,die Tochter,1129.mp3
1130,die Toilette,1130.mp3
1131,die Tomate,1131.mp3
1132,die Treppe,1132.mp3
1133,die Tür,1133.mp3
1134,die Türkei,1134.mp3
1135,die Tüte,1135.mp3
1136,die U-Bahn,1136.mp3
1137,die Uhr,1137.mp3
1138,die Verben,1138.mp3
1139,die Verbgruppe,1139.mp3
1140,die Vergangenheit,1140.mp3
1141,die Verspätung,1141.mp3
1142,die Veränderung,1142.mp3
1143,die Vorsilbe,1143.mp3
1144,die W-Frage,1144.mp3
1145,die Woche,1145.mp3
1146,die Wohnung,1146.mp3
1147,die Wolke,1147.mp3
1148,die Zahl,1148.mp3
1149,die Zahnschmerzen,1149.mp3
1150,die Zeit,1150.mp3
1151,die Zeitform,1151.mp3
1152,die Ziffer,1152.mp3
1153,die Zukunft,1153.mp3
1154,die zweite,1154.mp3
1155,die Ärztin,1155.mp3
1156,die Öffnungszeit,1156.mp3
1157,die Öffnungszeiten,1157.mp3
1158,die Österreicherin,1158.mp3
1159,drei Liter,1159.mp3
1160,drei Zimmer,1160.mp3
1161,dreiviertel sieben,1161.mp3
1162,dreizente sechszehnte,1162.mp3
1163,dreizig dreißig,1163.mp3
1164,du arbeitest,1164.mp3
1165,du bist,1165.mp3
1166,du dich,1166.mp3
1167,du hast,1167.mp3
1168,du heißt,1168.mp3
1169,du magst,1169.mp3
1170,du musst,1170.mp3
1171,du reist,1171.mp3
1172,du schläfst,1172.mp3
1173,du sprichst,1173.mp3
1174,du tanzt,1174.mp3
1175,du wartest,1175.mp3
1176,e i,1176.mp3
1177,ein Bier,1177.mp3
1178,ein bisschen,1178.mp3
1179,ein Bleistift,1179.mp3
1180,ein Bonbon,1180.mp3
1181,ein Gewitter,1181.mp3
1182,ein Kleid,1182.mp3
1183,ein Mann,1183.mp3
1184,ein Tag,1184.mp3
1185,Ein Verb,1185.mp3
1186,eine Fahrkarte,1186.mp3
1187,eine Flasche,1187.mp3
1188,eine Pizza,1188.mp3
1189,eine Woche,1189.mp3
1190,eine Wohnung,1190.mp3
1191,eine Zahl,1191.mp3
1192,einen Bahnsteig,1192.mp3
1193,einen Bruder,1193.mp3
1194,einen Hund,1194.mp3
1195,einen Moment,1195.mp3
1196,einen Salat,1196.mp3
1197,einen Wein,1197.mp3
1198,einer Frau,1198.mp3
1199,Eins Moment,1199.mp3
1200,Eintritt frei,1200.mp3
1201,Enkaufskorb Mesgenangaben,1201.mp3
1202,er antwortet,1202.mp3
1203,er backt,1203.mp3
1204,er bäckt,1204.mp3
1205,er hat,1205.mp3
1206,er ihn,1206.mp3
1207,er läuft,1207.mp3
1208,er mag,1208.mp3
1209,Er versteht,1209.mp3
1210,erklären erklärt,1210.mp3
1211,Es gab,1211.mp3
1212,es gibt,1212.mp3
1213,Es ist,1213.mp3
1214,Es regnet,1214.mp3
1215,essen gegessen,1215.mp3
1216,essen isst,1216.mp3
1217,essen trinken,1217.mp3
1218,etwas Deutsch,1218.mp3
1219,etwas kaufen,1219.mp3
1220,fahren die,1220.mp3
1221,Fluß Fluss,1221.mp3
1222,Formale Richtigkeit,1222.mp3
1223,Freut mich!,1223.mp3
1224,frisches Brot,1224.mp3
1225,Fuß Fluss,1225.mp3
1226,Fußball spielen,1226.mp3
1227,"Fünfzig, bitte",1227.mp3
1228,geben gibst,1228.mp3
1229,Geburtstag haben,1229.mp3
1230,gegen acht,1230.mp3
1231,Geh schlafen,1231.mp3
1232,Geh schlafen!,1232.mp3
1233,Genau. Danke!,1233.mp3
1234,gibt es,1234.mp3
1235,Gibt's das?,1235.mp3
1236,Gleis 3,1236.mp3
1237,Goethestraße 12,1237.mp3
1238,großes A,1238.mp3
1239,Grüß dich,1239.mp3
1240,Grüß dich!,1240.mp3
1241,Grüß Gott,1241.mp3
1242,Grüß Gott!,1242.mp3
1243,Grüß Sie,1243.mp3
1244,"Gut, danke",1244.mp3
1245,"gut, schlecht",1245.mp3
1246,Gute Besserung!,1246.mp3
1247,Gute Nacht,1247.mp3
1248,Gute Nacht!,1248.mp3
1249,Guten Abend,1249.mp3
1250,Guten Abend!,1250.mp3
1251,Guten Appetit!,1251.mp3
1252,Guten Morgen!,1252.mp3
1253,Guten Tag,1253.mp3
1254,Guten Tag!,1254.mp3
1255,habe gemacht,1255.mp3
1256,haben habe,1256.mp3
1257,halb neun,1257.mp3
1258,"Hallo, Ayesha!",1258.mp3
1259,"Hallo, du!",1259.mp3
1260,"Hallo, Hina!",1260.mp3
1261,"Hallo, ihr!",1261.mp3
1262,"Hallo, Max!",1262.mp3
1263,"Hallo, Sana!",1263.mp3
1264,Halten verboten!,1264.mp3
1265,Handys ausschalten!,1265.mp3
1266,Hast du...?,1266.mp3
1267,hat eingekauft,1267.mp3
1268,hat Ferien,1268.mp3
1269,hat gearbeitet,1269.mp3
1270,hat gegessen,1270.mp3
1271,hat gemacht,1271.mp3
1272,hat genommen,1272.mp3
1273,hat geredet,1273.mp3
1274,hat geschienen,1274.mp3
1275,hat getrunken,1275.mp3
1276,hat studiert,1276.mp3
1277,hat Urlaub,1277.mp3
1278,hat verstanden,1278.mp3
1279,Haushaltshilfe gesucht,1279.mp3
1280,Haushaltshilfe gesucht!,1280.mp3
1281,helfen geholfen,1281.mp3
1282,helfverb hilfverb,1282.mp3
1283,Herr Khan,1283.mp3
1284,Herr Thomas,1284.mp3
1285,Herr Weber,1285.mp3
1286,Hier ist,1286.mp3
1287,hohen Blutdruck,1287.mp3
1288,Ich bin,1288.mp3
1289,ich flüstere,1289.mp3
1290,Ich glaube,1290.mp3
1291,ich habe,1291.mp3
1292,ich hatte,1292.mp3
1293,Ich heiße,1293.mp3
1294,ich höre,1294.mp3
1295,Ich kann,1295.mp3
1296,Ich kaufe,1296.mp3
1297,Ich mag,1297.mp3
1298,ich mich,1298.mp3
1299,Ich mochte,1299.mp3
1300,ich musste,1300.mp3
1301,Ich möchte,1301.mp3
1302,Ich nehme,1302.mp3
1303,ich sage,1303.mp3
1304,ich spreche,1304.mp3
1305,ich war,1305.mp3
1306,ich will,1306.mp3
1307,Ich wohne,1307.mp3
1308,ich übernachte,1308.mp3
1309,ihr euch,1309.mp3
1310,ihr habt,1310.mp3
1311,ihr hattet,1311.mp3
1312,Ihr Lieblingsessen,1312.mp3
1313,ihr müsst,1313.mp3
1314,ihr seid,1314.mp3
1315,ihr wart,1315.mp3
1316,Ihre Hobbys,1316.mp3
1317,im Garten,1317.mp3
1318,im Hintergrund,1318.mp3
1319,im Internet,1319.mp3
1320,im Jahr,1320.mp3
1321,im November,1321.mp3
1322,im Park,1322.mp3
1323,im Reisezentrum,1323.mp3
1324,im Restaurant,1324.mp3
1325,im Urlaub,1325.mp3
1326,im Vordergrund,1326.mp3
1327,im Wohnzimmer,1327.mp3
1328,im Zug,1328.mp3
1329,in Berlin,1329.mp3
1330,in der,1330.mp3
1331,in die,1331.mp3
1332,in Mirpurkhas,1332.mp3
1333,ist aufgestanden,1333.mp3
1334,"Ja, bitte!",1334.mp3
1335,"Ja, bitte?",1335.mp3
1336,"Ja, gerne",1336.mp3
1337,"Ja, natürlich",1337.mp3
1338,Ja. Tschüs!,1338.mp3
1339,Jahre alt,1339.mp3
1340,jeden Tag,1340.mp3
1341,jemandem danken,1341.mp3
1342,jemandem helfen,1342.mp3
1343,kein Balkon,1343.mp3
1344,kein Deutsch,1344.mp3
1345,kein Englisch,1345.mp3
1346,Kein Problem!,1346.mp3
1347,Kein Ruhetag,1347.mp3
1348,Kein Vertrag,1348.mp3
1349,Kein Zutritt,1349.mp3
1350,Kein Zutritt!,1350.mp3
1351,Keine Ahnung,1351.mp3
1352,Keine Ahnung!,1352.mp3
1353,keine Blume,1353.mp3
1354,keine Haustiere,1354.mp3
1355,keine Kinder,1355.mp3
1356,keine Lineal,1356.mp3
1357,kocht er,1357.mp3
1358,krank sein,1358.mp3
1359,kurz e,1359.mp3
1360,können kann,1360.mp3
1361,Lektion 5,1361.mp3
1362,Lektion 50,1362.mp3
1363,Lektion 51,1363.mp3
1364,Lektion Dreiundvierzig,1364.mp3
1365,Lektion Vierundvierzig,1365.mp3
1366,lernen gelernt,1366.mp3
1367,letzte Woche,1367.mp3
1368,letzten Freitag,1368.mp3
1369,letzten Monat,1369.mp3
1370,letztes Jahr,1370.mp3
1371,Liebe Sofia,1371.mp3
1372,lieber als,1372.mp3
1373,machen gemacht,1373.mp3
1374,man ist,1374.mp3
1375,mein Geburtstag,1375.mp3
1376,mein Lieblingsessen,1376.mp3
1377,mein Lieblingssport,1377.mp3
1378,mein Name,1378.mp3
1379,meine Eltern,1379.mp3
1380,meine Familie,1380.mp3
1381,meine Hobbys,1381.mp3
1382,meine Lieblingsfarbe,1382.mp3
1383,meine Lieblingsstadt,1383.mp3
1384,meine Nachbarn,1384.mp3
1385,Meinen Bruder,1385.mp3
1386,"mir, dir",1386.mp3
1387,mit dem,1387.mp3
1388,mit der,1388.mp3
1389,mit meinem,1389.mp3
1390,mit meiner,1390.mp3
1391,Montag Ruhetag,1391.mp3
1392,Musik hören,1392.mp3
1393,muss nicht,1393.mp3
1394,"möchten, schön",1394.mp3
1395,"müde, krank",1395.mp3
1396,Müllerstraße 7b,1396.mp3
1397,nach Hause,1397.mp3
1398,nach Paris,1398.mp3
1399,Nebel neblig,1399.mp3
1400,neben ihr,1400.mp3
1401,nehmen genommen,1401.mp3
1402,"Nein, danke!",1402.mp3
1403,neununddreißig Euro,1403.mp3
1404,nicht bestanden,1404.mp3
1405,nicht dürfen,1405.mp3
1406,nicht möbliert,1406.mp3
1407,Nicht rauchen!,1407.mp3
1408,nicht verheiratet,1408.mp3
1409,Noch einen,1409.mp3
1410,Nominative Akkusative,1410.mp3
1411,nur bar,1411.mp3
1412,Offizielle Zeit,1412.mp3
1413,Oh! Warum?,1413.mp3
1414,Partizip II,1414.mp3
1415,passen zu,1415.mp3
1416,Punkt acht,1416.mp3
1417,Rauchen verboten,1417.mp3
1418,Rauchen verboten!,1418.mp3
1419,recieve reciept,1419.mp3
1420,reisen die,1420.mp3
1421,richtig e,1421.mp3
1422,scharfes S,1422.mp3
1423,schreiben geschrieben,1423.mp3
1424,"schreiben, kommen",1424.mp3
1425,Schweizer Käse,1425.mp3
1426,Schweizer Schokolade,1426.mp3
1427,schönes Wetter,1427.mp3
1428,"sechsundzwanzig, siebenundzwanzig",1428.mp3
1429,sechszehn sechsundsechszig,1429.mp3
1430,"sechzig, siebzig",1430.mp3
1431,sehen siehst,1431.mp3
1432,Sehr angenehm!,1432.mp3
1433,sehr gern,1433.mp3
1434,Sehr gut!,1434.mp3
1435,sein bin,1435.mp3
1436,sein war,1436.mp3
1437,selektives Lesen,1437.mp3
1438,"Servus, Stefan!",1438.mp3
1439,shopping trolley,1439.mp3
1440,sich hinlegen,1440.mp3
1441,sie arbeitet,1441.mp3
1442,sie ist,1442.mp3
1443,sie Sie,1443.mp3
1444,sie spricht,1444.mp3
1445,siebenzehn siebenzig,1445.mp3
1446,sitzen stehen,1446.mp3
1447,So geschlossen,1447.mp3
1448,spazieren gehen,1448.mp3
1449,spielen gespielt,1449.mp3
1450,spielen laufen,1450.mp3
1451,Sport machen,1451.mp3
1452,sprechen sprichst,1452.mp3
1453,Staatsangehörigkeit pakistanisch,1453.mp3
1454,Steh auf!,1454.mp3
1455,Stimmt so!,1455.mp3
1456,studieren studiert,1456.mp3
1457,Supermakt Supermarkt,1457.mp3
1458,teuer teure,1458.mp3
1459,to clarify,1459.mp3
1460,to draw,1460.mp3
1461,to end,1461.mp3
1462,to lose,1462.mp3
1463,to misunderstand,1463.mp3
1464,to narrate,1464.mp3
1465,to receive,1465.mp3
1466,to recommend,1466.mp3
1467,Trennbare Verben,1467.mp3
1468,trinken getrunken,1468.mp3
1469,trinken lesen,1469.mp3
1470,trinkt Wein,1470.mp3
1471,"Tschüs, Lisa!",1471.mp3
1472,täglich geöffnet,1472.mp3
1473,"Tüte, für",1473.mp3
1474,unbestimmt negativ,1474.mp3
1475,Und 13.236?,1475.mp3
1476,Und dir?,1476.mp3
1477,Und du?,1477.mp3
1478,Und Ihnen?,1478.mp3
1479,Und Sie?,1479.mp3
1480,unregelmäßige Verben,1480.mp3
1481,untersuchen helfen,1481.mp3
1482,Urlaub machen,1482.mp3
1483,verstehen verstanden,1483.mp3
1484,Vielen Dank,1484.mp3
1485,Vielen Dank!,1485.mp3
1486,Viertel sieben,1486.mp3
1487,von bis,1487.mp3
1488,vor einem,1488.mp3
1489,vor einer,1489.mp3
1490,vor ihm,1490.mp3
1491,"Vorsicht, Stufe!",1491.mp3
1492,warten auf,1492.mp3
1493,warten fahren,1493.mp3
1494,warten Warte!,1494.mp3
1495,Warum verstehst,1495.mp3
1496,Was ?,1496.mp3
1497,Was gibt's?,1497.mp3
1498,Was ist,1498.mp3
1499,welche Anzeige,1499.mp3
1500,welcher Kurs,1500.mp3
1501,welches Angebot,1501.mp3
1502,wenig Geld,1502.mp3
1503,Wie ?,1503.mp3
1504,Wie bitte?,1504.mp3
1505,Wie geht's?,1505.mp3
1506,Wie lange?,1506.mp3
1507,Wie oft?,1507.mp3
1508,Wie viele?,1508.mp3
1509,Wiederholen Sie!,1509.mp3
1510,Wiener Schnitzel,1510.mp3
1511,wir bleiben,1511.mp3
1512,wir sprechen,1512.mp3
1513,wir uns,1513.mp3
1514,wir wohnen,1514.mp3
1515,wird gesprochen,1515.mp3
1516,wohnen in,1516.mp3
1517,wohnen wohne,1517.mp3
1518,"Zahlen, bitte!",1518.mp3
1519,zu dem,1519.mp3
1520,zu der,1520.mp3
1521,zu früh,1521.mp3
1522,zu Fuß,1522.mp3
1523,zu Hause,1523.mp3
1524,zu spät,1524.mp3
1525,Zug Gleis,1525.mp3
1526,zum Arzt,1526.mp3
1527,zum Bahnhof,1527.mp3
1528,zum Mann,1528.mp3
1529,zur Ampel,1529.mp3
1530,zur Frau,1530.mp3
1531,"Zusammen, bitte!",1531.mp3
1532,Zutritt verboten!,1532.mp3
1533,zwanzig siebzehn,1533.mp3
1534,zwanzigeins einsundzwanzig,1534.mp3
1535,zwei Kilo,1535.mp3
1536,zwei Millionen,1536.mp3
1537,zwischen dem,1537.mp3
1538,zwischen der,1538.mp3
1539,Äpfel kaufen,1539.mp3
1540,12 von 25,1540.mp3
1541,38 von 75,1541.mp3
1542,a salat seperate,1542.mp3
1543,A wie Apfel,1543.mp3
1544,ab 1. Jänner,1544.mp3
1545,ab 1. Oktober,1545.mp3
1546,ab 19 Uhr,1546.mp3
1547,ab nächster Woche,1547.mp3
1548,Abfahrt Gleis 3,1548.mp3
1549,Ah! Kein Problem,1549.mp3
1550,am ersten April,1550.mp3
1551,am sechsundzwanzigsten September,1551.mp3
1552,an dem am,1552.mp3
1553,an der Kasse,1553.mp3
1554,An Feiertagen geschlossen,1554.mp3
1555,ankommen ist angekommen,1555.mp3
1556,"Auch gut, danke",1556.mp3
1557,"Auch gut, danke!",1557.mp3
1558,auf dem Balkon,1558.mp3
1559,auf dem Parkplatz,1559.mp3
1560,auf dem Tisch,1560.mp3
1561,auf den Straßen,1561.mp3
1562,auf der Straße,1562.mp3
1563,auf der Toilette,1563.mp3
1564,auf einer Bank,1564.mp3
1565,Auf Wieder hören,1565.mp3
1566,aufstehen ist aufgestanden,1566.mp3
1567,Aufzug außer Betrieb,1567.mp3
1568,"Baer, schoen, fuer",1568.mp3
1569,"Bahnhofstraße achtundsechzig, bitte",1569.mp3
1570,be sichtig t,1570.mp3
1571,bei den Kindern,1571.mp3
1572,bei der Arbeit,1572.mp3
1573,bei meiner Familie,1573.mp3
1574,bei regelmäßigen Verben,1574.mp3
1575,bei schlechtem Wetter,1575.mp3
1576,bei schönem Wetter,1576.mp3
1577,bei trennbaren Verben,1577.mp3
1578,bei unregelmäßigen Verben,1578.mp3
1579,Berufserfahrung nicht nötig,1579.mp3
1580,"bin, bist, sind",1580.mp3
1581,Bist du mitgekommen?,1581.mp3
1582,Bist du verheiratet?,1582.mp3
1583,Bitte nicht rauchen,1583.mp3
1584,Bitte nicht rauchen!,1584.mp3
1585,Bitte nicht stören!,1585.mp3
1586,Bitte schließen Sie,1586.mp3
1587,Bitte wiederholen Sie!,1587.mp3
1588,Bitte. Auf Wiederhören!,1588.mp3
1589,Bitte. Auf Wiedersehen!,1589.mp3
1590,bringen hat gebracht,1590.mp3
1591,Brot und Butter,1591.mp3
1592,Buchstabieren Sie bitte!,1592.mp3
1593,"Buchstabieren Sie, bitte!",1593.mp3
1594,Ca. 30 Wörter,1594.mp3
1595,Danke schön! Tschüs!,1595.mp3
1596,"Danke, auch gut",1596.mp3
1597,Danke. Auf Wiedersehen!,1597.mp3
1598,dann gehen wir,1598.mp3
1599,dann habe ich,1599.mp3
1600,Darf man ?,1600.mp3
1601,das Bier es,1601.mp3
1602,das dritte Kind,1602.mp3
1603,Das ist ein,1603.mp3
1604,Das ist eine,1604.mp3
1605,Das ist einfach,1605.mp3
1606,Das ist eure,1606.mp3
1607,Das ist ihr,1607.mp3
1608,Das ist ihre,1608.mp3
1609,Das ist mein,1609.mp3
1610,Das ist Priyanka,1610.mp3
1611,Das ist sein,1611.mp3
1612,Das ist unser,1612.mp3
1613,Das ist wahr,1613.mp3
1614,das Kind es,1614.mp3
1615,das Kind spielt,1615.mp3
1616,Das Mädchen tanzt,1616.mp3
1617,Das schmeckt gut,1617.mp3
1618,das schöne Wetter,1618.mp3
1619,Das sind Bücher,1619.mp3
1620,Das war gut,1620.mp3
1621,denken hat gedacht,1621.mp3
1622,denn ich habe,1622.mp3
1623,der den dem,1623.mp3
1624,der erste Juli,1624.mp3
1625,der ganze Tag,1625.mp3
1626,der Kaffee ihn,1626.mp3
1627,der nächste Zug,1627.mp3
1628,der Tisch er,1628.mp3
1629,Deutsch und Englisch,1629.mp3
1630,die Cola sie,1630.mp3
1631,die Getränke sie,1631.mp3
1632,Die Kinder spielen,1632.mp3
1633,"Die Rechnung, bitte!",1633.mp3
1634,Die Sonne scheint,1634.mp3
1635,"Die Speisekarte, bitte!",1635.mp3
1636,die zweite Woche,1636.mp3
1637,doch mal bitte,1637.mp3
1638,drei Dosen Cola,1638.mp3
1639,Drei Euro fünfzig,1639.mp3
1640,Du heißt Ali?,1640.mp3
1641,Du sprichst Deutsch,1641.mp3
1642,Du sprichst Deutsch?,1642.mp3
1643,dunkel dunkle Wolken,1643.mp3
1644,ein Deutsch er,1644.mp3
1645,ein deutsches Buch,1645.mp3
1646,ein e Schwester,1646.mp3
1647,ein en Bruder,1647.mp3
1648,ein halber Liter,1648.mp3
1649,ein halbes Kilo,1649.mp3
1650,ein Kilo Tomaten,1650.mp3
1651,ein Spiel spielen,1651.mp3
1652,ein Stück Käse,1652.mp3
1653,eine durchgestrichene Zigarette,1653.mp3
1654,eine halbe Flasche,1654.mp3
1655,eine Tafel Schokolade,1655.mp3
1656,Einen Moment bitte!,1656.mp3
1657,"Einen Moment, bitte",1657.mp3
1658,"Einen Moment, bitte!",1658.mp3
1659,"eins, zwei, drei",1659.mp3
1660,Er gibt dem,1660.mp3
1661,Er ist Franzose,1661.mp3
1662,Er ist Lehrer,1662.mp3
1663,Er ist verheiratet,1663.mp3
1664,Er ist Österreicher,1664.mp3
1665,Er kann schwimmen,1665.mp3
1666,Er kauft das,1666.mp3
1667,Er möchte eine,1667.mp3
1668,Er ruft seinen,1668.mp3
1669,Er verkauft das,1669.mp3
1670,Er versteht mich,1670.mp3
1671,"er, sie, es",1671.mp3
1672,Es gelingt mir,1672.mp3
1673,Es gibt eine,1673.mp3
1674,Es gibt einen,1674.mp3
1675,Es gibt kein,1675.mp3
1676,Es gibt keine,1676.mp3
1677,Es gibt keinen,1677.mp3
1678,Es gibt Probleme,1678.mp3
1679,es hat gegeben,1679.mp3
1680,Es ist angenehm,1680.mp3
1681,Es ist neblig,1681.mp3
1682,Es ist sonnig,1682.mp3
1683,Es ist spät,1683.mp3
1684,Es ist Uhr,1684.mp3
1685,Es ist windig,1685.mp3
1686,"essen, trinken, laufen",1686.mp3
1687,Fahr doch jetzt!,1687.mp3
1688,Fahrt! Geht! Trinkt!,1688.mp3
1689,fotografieren hat fotografiert,1689.mp3
1690,Freut mich auch!,1690.mp3
1691,für meinen Bruder,1691.mp3
1692,für vier Personen,1692.mp3
1693,für zwei Personen,1693.mp3
1694,gar nicht gern,1694.mp3
1695,Geh zum Arzt!,1695.mp3
1696,Geh! Mach! Trink!,1696.mp3
1697,Gehen Sie geradeaus!,1697.mp3
1698,Gestern hatte Priyanka,1698.mp3
1699,geöffnet geschlossen besetzt,1699.mp3
1700,Glücklich ich bin,1700.mp3
1701,"glücklich, verheiratet, nett",1701.mp3
1702,Gut. Und Ihnen?,1702.mp3
1703,Guten Abend! Wohin?,1703.mp3
1704,gültig ab bis,1704.mp3
1705,"habe, hast, haben",1705.mp3
1706,Haben Sie Kinder?,1706.mp3
1707,Haben Sie reserviert?,1707.mp3
1708,Haben Sie Zeit?,1708.mp3
1709,Habt ihr Kinder?,1709.mp3
1710,Hallo! Wie viele?,1710.mp3
1711,Hast du deinen,1711.mp3
1712,Hast du Geschwister?,1712.mp3
1713,hat wenig Geld,1713.mp3
1714,Hattest du Zeit?,1714.mp3
1715,Helfen Sie mir!,1715.mp3
1716,"helfen, danken, antworten",1716.mp3
1717,Heute kein Kurs,1717.mp3
1718,Hören Sie mich,1718.mp3
1719,Ich besuche meine,1719.mp3
1720,Ich bin erkältet,1720.mp3
1721,Ich bin Geburtstag,1721.mp3
1722,ich bin gewesen,1722.mp3
1723,Ich bin glücklich,1723.mp3
1724,Ich bin krank,1724.mp3
1725,Ich bin Lehrerin,1725.mp3
1726,Ich bin müde,1726.mp3
1727,Ich bin neunzehn,1727.mp3
1728,Ich bin Pakistaner,1728.mp3
1729,Ich bin Pakistanerin,1729.mp3
1730,Ich bin pakistanisch,1730.mp3
1731,Ich bin Priyanka,1731.mp3
1732,Ich bin Schüler,1732.mp3
1733,Ich bin Schülerin,1733.mp3
1734,Ich bin siebzehn,1734.mp3
1735,Ich bin Student,1735.mp3
1736,Ich danke dir,1736.mp3
1737,Ich danke Ihnen,1737.mp3
